icd10_root,gbd_cause_lvl3,gbd_cause_lvl2
W85,Injuries,Injuries
W86,Injuries,Injuries
W87,Injuries,Injuries
W88,Injuries,Injuries
W89,Injuries,Injuries
W90,Injuries,Injuries
W91,Injuries,Injuries
W92,Injuries,Injuries
W93,Injuries,Injuries
W94,Injuries,Injuries
W97,Injuries,Injuries
W99,Injuries,Injuries
X06,Injuries,Injuries
X08,Injuries,Injuries
X09,Injuries,Injuries
X10,Injuries,Injuries
X11,Injuries,Injuries
X12,Injuries,Injuries
X13,Injuries,Injuries
X14,Injuries,Injuries
X15,Injuries,Injuries
X16,Injuries,Injuries
X17,Injuries,Injuries
X18,Injuries,Injuries
X19,Injuries,Injuries
X20,Injuries,Injuries
X21,Injuries,Injuries
X22,Injuries,Injuries
X23,Injuries,Injuries
X24,Injuries,Injuries
X25,Injuries,Injuries
X26,Injuries,Injuries
X27,Injuries,Injuries
X28,Injuries,Injuries
X29,Injuries,Injuries
X30,Injuries,Injuries
X31,Injuries,Injuries
X32,Injuries,Injuries
X33,Injuries,Injuries
X34,Injuries,Injuries
X35,Injuries,Injuries
X36,Injuries,Injuries
X37,Injuries,Injuries
X38,Injuries,Injuries
X39,Injuries,Injuries
X47,Injuries,Injuries
X48,Injuries,Injuries
X50,Injuries,Injuries
X51,Injuries,Injuries
X52,Injuries,Injuries
X53,Injuries,Injuries
X54,Injuries,Injuries
X57,Injuries,Injuries
X58,Injuries,Injuries
X60,Injuries,Injuries
X61,Injuries,Injuries
X62,Injuries,Injuries
X63,Injuries,Injuries
X64,Injuries,Injuries
X66,Injuries,Injuries
X67,Injuries,Injuries
X68,Injuries,Injuries
X69,Injuries,Injuries
X70,Injuries,Injuries
X71,Injuries,Injuries
X72,Injuries,Injuries
X73,Injuries,Injuries
X74,Injuries,Injuries
X75,Injuries,Injuries
X76,Injuries,Injuries
X77,Injuries,Injuries
X78,Injuries,Injuries
X79,Injuries,Injuries
X80,Injuries,Injuries
X81,Injuries,Injuries
X82,Injuries,Injuries
X83,Injuries,Injuries
X85,Injuries,Injuries
Y08,Injuries,Injuries
Y35,Injuries,Injuries
Y36,Injuries,Injuries
Y37,Injuries,Injuries
Y38,Injuries,Injuries
Y39,Injuries,Injuries
Y40,Injuries,Injuries
Y41,Injuries,Injuries
Y42,Injuries,Injuries
Y43,Injuries,Injuries
Y44,Injuries,Injuries
Y45,Injuries,Injuries
Y46,Injuries,Injuries
Y47,Injuries,Injuries
Y48,Injuries,Injuries
Y49,Injuries,Injuries
Y50,Injuries,Injuries
Y51,Injuries,Injuries
Y52,Injuries,Injuries
Y53,Injuries,Injuries
Y54,Injuries,Injuries
Y55,Injuries,Injuries
Y56,Injuries,Injuries
Y57,Injuries,Injuries
Y58,Injuries,Injuries
Y59,Injuries,Injuries
Y60,Injuries,Injuries
Y61,Injuries,Injuries
Y62,Injuries,Injuries
Y63,Injuries,Injuries
Y64,Injuries,Injuries
Y65,Injuries,Injuries
Y66,Injuries,Injuries
Y67,Injuries,Injuries
Y68,Injuries,Injuries
Y69,Injuries,Injuries
Y70,Injuries,Injuries
Y71,Injuries,Injuries
Y72,Injuries,Injuries
Y73,Injuries,Injuries
Y74,Injuries,Injuries
Y75,Injuries,Injuries
Y76,Injuries,Injuries
Y77,Injuries,Injuries
Y78,Injuries,Injuries
Y79,Injuries,Injuries
Y80,Injuries,Injuries
Y81,Injuries,Injuries
Y82,Injuries,Injuries
Y83,Injuries,Injuries
Y84,Injuries,Injuries
Y87,Injuries,Injuries
Y88,Injuries,Injuries
Y89,Injuries,Injuries
V00,Transport injuries,Transport injuries
V01,Transport injuries,Transport injuries
V02,Transport injuries,Transport injuries
V03,Transport injuries,Transport injuries
V04,Transport injuries,Transport injuries
V05,Transport injuries,Transport injuries
V06,Transport injuries,Transport injuries
V07,Transport injuries,Transport injuries
V08,Transport injuries,Transport injuries
V09,Transport injuries,Transport injuries
V10,Transport injuries,Transport injuries
V11,Transport injuries,Transport injuries
V12,Transport injuries,Transport injuries
V13,Transport injuries,Transport injuries
V14,Transport injuries,Transport injuries
V15,Transport injuries,Transport injuries
V16,Transport injuries,Transport injuries
V17,Transport injuries,Transport injuries
V18,Transport injuries,Transport injuries
V19,Transport injuries,Transport injuries
V20,Transport injuries,Transport injuries
V21,Transport injuries,Transport injuries
V22,Transport injuries,Transport injuries
V23,Transport injuries,Transport injuries
V24,Transport injuries,Transport injuries
V25,Transport injuries,Transport injuries
V26,Transport injuries,Transport injuries
V27,Transport injuries,Transport injuries
V28,Transport injuries,Transport injuries
V29,Transport injuries,Transport injuries
V30,Transport injuries,Transport injuries
V31,Transport injuries,Transport injuries
V32,Transport injuries,Transport injuries
V33,Transport injuries,Transport injuries
V34,Transport injuries,Transport injuries
V35,Transport injuries,Transport injuries
V36,Transport injuries,Transport injuries
V37,Transport injuries,Transport injuries
V38,Transport injuries,Transport injuries
V39,Transport injuries,Transport injuries
V40,Transport injuries,Transport injuries
V41,Transport injuries,Transport injuries
V42,Transport injuries,Transport injuries
V43,Transport injuries,Transport injuries
V44,Transport injuries,Transport injuries
V45,Transport injuries,Transport injuries
V46,Transport injuries,Transport injuries
V47,Transport injuries,Transport injuries
V48,Transport injuries,Transport injuries
V49,Transport injuries,Transport injuries
V50,Transport injuries,Transport injuries
V51,Transport injuries,Transport injuries
V52,Transport injuries,Transport injuries
V53,Transport injuries,Transport injuries
V54,Transport injuries,Transport injuries
V55,Transport injuries,Transport injuries
V56,Transport injuries,Transport injuries
V57,Transport injuries,Transport injuries
V58,Transport injuries,Transport injuries
V59,Transport injuries,Transport injuries
V60,Transport injuries,Transport injuries
V61,Transport injuries,Transport injuries
V62,Transport injuries,Transport injuries
V63,Transport injuries,Transport injuries
V64,Transport injuries,Transport injuries
V65,Transport injuries,Transport injuries
V66,Transport injuries,Transport injuries
V67,Transport injuries,Transport injuries
V68,Transport injuries,Transport injuries
V69,Transport injuries,Transport injuries
V70,Transport injuries,Transport injuries
V71,Transport injuries,Transport injuries
V72,Transport injuries,Transport injuries
V73,Transport injuries,Transport injuries
V74,Transport injuries,Transport injuries
V75,Transport injuries,Transport injuries
V76,Transport injuries,Transport injuries
V77,Transport injuries,Transport injuries
V78,Transport injuries,Transport injuries
V79,Transport injuries,Transport injuries
V80,Transport injuries,Transport injuries
V81,Transport injuries,Transport injuries
V82,Transport injuries,Transport injuries
V83,Transport injuries,Transport injuries
V84,Transport injuries,Transport injuries
V85,Transport injuries,Transport injuries
V86,Transport injuries,Transport injuries
V87,Transport injuries,Transport injuries
V88,Transport injuries,Transport injuries
V90,Transport injuries,Transport injuries
V91,Transport injuries,Transport injuries
V92,Transport injuries,Transport injuries
V93,Transport injuries,Transport injuries
V94,Transport injuries,Transport injuries
V95,Transport injuries,Transport injuries
V96,Transport injuries,Transport injuries
V97,Transport injuries,Transport injuries
V98,Transport injuries,Transport injuries
V00,Other transport injuries,Other transport injuries
V05,Other transport injuries,Other transport injuries
V81,Other transport injuries,Other transport injuries
V83,Other transport injuries,Other transport injuries
V84,Other transport injuries,Other transport injuries
V85,Other transport injuries,Other transport injuries
V86,Other transport injuries,Other transport injuries
V88,Other transport injuries,Other transport injuries
V90,Other transport injuries,Other transport injuries
V91,Other transport injuries,Other transport injuries
V92,Other transport injuries,Other transport injuries
V93,Other transport injuries,Other transport injuries
V94,Other transport injuries,Other transport injuries
V95,Other transport injuries,Other transport injuries
V96,Other transport injuries,Other transport injuries
V97,Other transport injuries,Other transport injuries
V98,Other transport injuries,Other transport injuries
D52,Unintentional injuries,Unintentional injuries
D59,Unintentional injuries,Unintentional injuries
D69,Unintentional injuries,Unintentional injuries
D70,Unintentional injuries,Unintentional injuries
D78,Unintentional injuries,Unintentional injuries
E03,Unintentional injuries,Unintentional injuries
E06,Unintentional injuries,Unintentional injuries
E09,Unintentional injuries,Unintentional injuries
E16,Unintentional injuries,Unintentional injuries
E23,Unintentional injuries,Unintentional injuries
E24,Unintentional injuries,Unintentional injuries
E27,Unintentional injuries,Unintentional injuries
E36,Unintentional injuries,Unintentional injuries
E66,Unintentional injuries,Unintentional injuries
E88,Unintentional injuries,Unintentional injuries
E89,Unintentional injuries,Unintentional injuries
G21,Unintentional injuries,Unintentional injuries
G24,Unintentional injuries,Unintentional injuries
G25,Unintentional injuries,Unintentional injuries
G72,Unintentional injuries,Unintentional injuries
G93,Unintentional injuries,Unintentional injuries
G97,Unintentional injuries,Unintentional injuries
I95,Unintentional injuries,Unintentional injuries
I97,Unintentional injuries,Unintentional injuries
I98,Unintentional injuries,Unintentional injuries
J70,Unintentional injuries,Unintentional injuries
J95,Unintentional injuries,Unintentional injuries
K43,Unintentional injuries,Unintentional injuries
K52,Unintentional injuries,Unintentional injuries
K62,Unintentional injuries,Unintentional injuries
K91,Unintentional injuries,Unintentional injuries
K94,Unintentional injuries,Unintentional injuries
K95,Unintentional injuries,Unintentional injuries
L55,Unintentional injuries,Unintentional injuries
L56,Unintentional injuries,Unintentional injuries
L58,Unintentional injuries,Unintentional injuries
M87,Unintentional injuries,Unintentional injuries
N14,Unintentional injuries,Unintentional injuries
N30,Unintentional injuries,Unintentional injuries
N65,Unintentional injuries,Unintentional injuries
N99,Unintentional injuries,Unintentional injuries
P93,Unintentional injuries,Unintentional injuries
P96,Unintentional injuries,Unintentional injuries
R50,Unintentional injuries,Unintentional injuries
W00,Unintentional injuries,Unintentional injuries
W01,Unintentional injuries,Unintentional injuries
W02,Unintentional injuries,Unintentional injuries
W03,Unintentional injuries,Unintentional injuries
W04,Unintentional injuries,Unintentional injuries
W05,Unintentional injuries,Unintentional injuries
W06,Unintentional injuries,Unintentional injuries
W07,Unintentional injuries,Unintentional injuries
W08,Unintentional injuries,Unintentional injuries
W09,Unintentional injuries,Unintentional injuries
W10,Unintentional injuries,Unintentional injuries
W11,Unintentional injuries,Unintentional injuries
W12,Unintentional injuries,Unintentional injuries
W13,Unintentional injuries,Unintentional injuries
W14,Unintentional injuries,Unintentional injuries
W15,Unintentional injuries,Unintentional injuries
W16,Unintentional injuries,Unintentional injuries
W17,Unintentional injuries,Unintentional injuries
W18,Unintentional injuries,Unintentional injuries
W19,Unintentional injuries,Unintentional injuries
W20,Unintentional injuries,Unintentional injuries
W21,Unintentional injuries,Unintentional injuries
W22,Unintentional injuries,Unintentional injuries
W23,Unintentional injuries,Unintentional injuries
W24,Unintentional injuries,Unintentional injuries
W25,Unintentional injuries,Unintentional injuries
W26,Unintentional injuries,Unintentional injuries
W27,Unintentional injuries,Unintentional injuries
W28,Unintentional injuries,Unintentional injuries
W29,Unintentional injuries,Unintentional injuries
W30,Unintentional injuries,Unintentional injuries
W31,Unintentional injuries,Unintentional injuries
W32,Unintentional injuries,Unintentional injuries
W33,Unintentional injuries,Unintentional injuries
W34,Unintentional injuries,Unintentional injuries
W35,Unintentional injuries,Unintentional injuries
W36,Unintentional injuries,Unintentional injuries
W37,Unintentional injuries,Unintentional injuries
W38,Unintentional injuries,Unintentional injuries
W39,Unintentional injuries,Unintentional injuries
W40,Unintentional injuries,Unintentional injuries
W41,Unintentional injuries,Unintentional injuries
W42,Unintentional injuries,Unintentional injuries
W43,Unintentional injuries,Unintentional injuries
W44,Unintentional injuries,Unintentional injuries
W45,Unintentional injuries,Unintentional injuries
W46,Unintentional injuries,Unintentional injuries
W49,Unintentional injuries,Unintentional injuries
W50,Unintentional injuries,Unintentional injuries
W51,Unintentional injuries,Unintentional injuries
W52,Unintentional injuries,Unintentional injuries
W53,Unintentional injuries,Unintentional injuries
W54,Unintentional injuries,Unintentional injuries
W55,Unintentional injuries,Unintentional injuries
W56,Unintentional injuries,Unintentional injuries
W57,Unintentional injuries,Unintentional injuries
W58,Unintentional injuries,Unintentional injuries
W59,Unintentional injuries,Unintentional injuries
W60,Unintentional injuries,Unintentional injuries
W61,Unintentional injuries,Unintentional injuries
W62,Unintentional injuries,Unintentional injuries
W64,Unintentional injuries,Unintentional injuries
W65,Unintentional injuries,Unintentional injuries
W66,Unintentional injuries,Unintentional injuries
W67,Unintentional injuries,Unintentional injuries
W68,Unintentional injuries,Unintentional injuries
W69,Unintentional injuries,Unintentional injuries
W70,Unintentional injuries,Unintentional injuries
W73,Unintentional injuries,Unintentional injuries
W74,Unintentional injuries,Unintentional injuries
W75,Unintentional injuries,Unintentional injuries
