ICD10,ICD10 Name,USCOD,USCOD name,
P78.8 ,Other specified perinatal digestive system disorders ,A_4,Perinatal Conditions,
P78.9 ,"Perinatal digestive system disorder, unspecified ",A_4,Perinatal Conditions,
P80 ,Hypothermia of newborn ,A_4,Perinatal Conditions,
P80.0 ,Cold injury syndrome ,A_4,Perinatal Conditions,
P80.8 ,Other hypothermia of newborn ,A_4,Perinatal Conditions,
P80.9 ,"Hypothermia of newborn, unspecified ",A_4,Perinatal Conditions,
P81 ,Other disturbances of temperature regulation of newborn ,A_4,Perinatal Conditions,
P81.0 ,Environmental hyperthermia of newborn ,A_4,Perinatal Conditions,
P81.8 ,Other specified disturbances of temperature regulation of newborn ,A_4,Perinatal Conditions,
P81.9 ,"Disturbance of temperature regulation of newborn, unspecified ",A_4,Perinatal Conditions,
P83 ,Other conditions of integument specific to fetus and newborn ,A_4,Perinatal Conditions,
P83.0 ,Sclerema neonatorum ,A_4,Perinatal Conditions,
P83.1 ,Neonatal erythema toxicum ,A_4,Perinatal Conditions,
P83.2 ,Hydrops fetalis not due to haemolytic disease ,A_4,Perinatal Conditions,
P83.3 ,Other and unspecified oedema specific to fetus and newborn ,A_4,Perinatal Conditions,
P83.4 ,Breast engorgement of newborn ,A_4,Perinatal Conditions,
P83.5 ,Congenital hydrocele ,A_4,Perinatal Conditions,
P83.6 ,Umbilical polyp of newborn ,A_4,Perinatal Conditions,
P83.8 ,Other specified conditions of integument specific to fetus and newborn ,A_4,Perinatal Conditions,
P83.9 ,"Condition of integument specific to fetus and newborn, unspecified ",A_4,Perinatal Conditions,
P90 ,Convulsions of newborn ,A_4,Perinatal Conditions,
P91 ,Other disturbances of cerebral status of newborn ,A_4,Perinatal Conditions,
P91.0 ,Neonatal cerebral ischaemia ,A_4,Perinatal Conditions,
P91.1 ,Acquired periventricular cysts of newborn ,A_4,Perinatal Conditions,
P91.2 ,Neonatal cerebral leukomalacia ,A_4,Perinatal Conditions,
P91.3 ,Neonatal cerebral irritability ,A_4,Perinatal Conditions,
P91.4 ,Neonatal cerebral depression ,A_4,Perinatal Conditions,
P91.5 ,Neonatal coma ,A_4,Perinatal Conditions,
P91.6 ,Hypoxic ischaemic encephalopathy of newborn ,A_4,Perinatal Conditions,
P91.8 ,Other specified disturbances of cerebral status of newborn ,A_4,Perinatal Conditions,
P91.9 ,"Disturbance of cerebral status of newborn, unspecified ",A_4,Perinatal Conditions,
P92 ,Feeding problems of newborn ,A_4,Perinatal Conditions,
P92.0 ,Vomiting in newborn ,A_4,Perinatal Conditions,
P92.1 ,Regurgitation and rumination in newborn ,A_4,Perinatal Conditions,
P92.2 ,Slow feeding of newborn ,A_4,Perinatal Conditions,
P92.3 ,Underfeeding of newborn ,A_4,Perinatal Conditions,
P92.4 ,Overfeeding of newborn ,A_4,Perinatal Conditions,
P92.5 ,Neonatal difficulty in feeding at breast ,A_4,Perinatal Conditions,
P92.8 ,Other feeding problems of newborn ,A_4,Perinatal Conditions,
P92.9 ,"Feeding problem of newborn, unspecified ",A_4,Perinatal Conditions,
P93 ,Reactions and intoxications due to drugs administered to fetus and newborn ,A_4,Perinatal Conditions,
P94 ,Disorders of muscle tone of newborn ,A_4,Perinatal Conditions,
P94.0 ,Transient neonatal myasthenia gravis ,A_4,Perinatal Conditions,
P94.1 ,Congenital hypertonia ,A_4,Perinatal Conditions,
P94.2 ,Congenital hypotonia ,A_4,Perinatal Conditions,
P94.8 ,Other disorders of muscle tone of newborn ,A_4,Perinatal Conditions,
P94.9 ,"Disorder of muscle tone of newborn, unspecified ",A_4,Perinatal Conditions,
P95 ,Fetal death of unspecified cause ,G_5,Ill-Defined,
P96 ,Other conditions originating in the perinatal period ,A_4,Perinatal Conditions,
P96.0 ,Congenital renal failure ,A_4,Perinatal Conditions,
P96.1 ,Neonatal withdrawal symptoms from maternal use of drugs of addiction ,A_4,Perinatal Conditions,
P96.2 ,Withdrawal symptoms from therapeutic use of drugs in newborn ,A_4,Perinatal Conditions,
P96.3 ,Wide cranial sutures of newborn ,A_4,Perinatal Conditions,
P96.4 ,"Termination of pregnancy, fetus and newborn ",A_4,Perinatal Conditions,
P96.5 ,"Complications of intrauterine procedures, not elsewhere classified ",A_4,Perinatal Conditions,
P96.8 ,Other specified conditions originating in the perinatal period ,A_4,Perinatal Conditions,
P96.9 ,"Condition originating in the perinatal period, unspecified ",A_4,Perinatal Conditions,
P00-P96,Certain conditions originating in the perinatal period,,,
Q00 ,Anencephaly and similar malformations ,B_7,Other NCDs,
Q00.0 ,Anencephaly ,B_7,Other NCDs,
Q00.1 ,Craniorachischisis ,B_7,Other NCDs,
Q00.2 ,Iniencephaly ,B_7,Other NCDs,
Q01 ,Encephalocele ,B_7,Other NCDs,
Q01.0 ,Frontal encephalocele ,B_7,Other NCDs,
Q01.1 ,Nasofrontal encephalocele ,B_7,Other NCDs,
Q01.2 ,Occipital encephalocele ,B_7,Other NCDs,
Q01.8 ,Encephalocele of other sites ,B_7,Other NCDs,
Q01.9 ,"Encephalocele, unspecified ",B_7,Other NCDs,
Q02 ,Microcephaly ,B_7,Other NCDs,
Q03 ,Congenital hydrocephalus ,B_7,Other NCDs,
Q03.0 ,Malformations of aqueduct of Sylvius ,B_7,Other NCDs,
Q03.1 ,Atresia of foramina of Magendie and Luschka ,B_7,Other NCDs,
Q03.8 ,Other congenital hydrocephalus ,B_7,Other NCDs,
Q03.9 ,"Congenital hydrocephalus, unspecified ",B_7,Other NCDs,
Q04 ,Other congenital malformations of brain ,B_7,Other NCDs,
Q04.0 ,Congenital malformations of corpus callosum ,B_7,Other NCDs,
Q04.1 ,Arhinencephaly ,B_7,Other NCDs,
Q04.2 ,Holoprosencephaly ,B_7,Other NCDs,
Q04.3 ,Other reduction deformities of brain ,B_7,Other NCDs,
Q04.4 ,Septo-optic dysplasia ,B_7,Other NCDs,
Q04.5 ,Megalencephaly ,B_7,Other NCDs,
Q04.6 ,Congenital cerebral cysts ,B_7,Other NCDs,
Q04.8 ,Other specified congenital malformations of brain ,B_7,Other NCDs,
Q04.9 ,"Congenital malformation of brain, unspecified ",B_7,Other NCDs,
Q05 ,Spina bifida ,B_7,Other NCDs,
Q05.0 ,Cervical spina bifida with hydrocephalus ,B_7,Other NCDs,
Q05.1 ,Thoracic spina bifida with hydrocephalus ,B_7,Other NCDs,
Q05.2 ,Lumbar spina bifida with hydrocephalus ,B_7,Other NCDs,
Q05.3 ,Sacral spina bifida with hydrocephalus ,B_7,Other NCDs,
Q05.4 ,Unspecified spina bifida with hydrocephalus ,B_7,Other NCDs,
Q05.5 ,Cervical spina bifida without hydrocephalus ,B_7,Other NCDs,
Q05.6 ,Thoracic spina bifida without hydrocephalus ,B_7,Other NCDs,
Q05.7 ,Lumbar spina bifida without hydrocephalus ,B_7,Other NCDs,
Q05.8 ,Sacral spina bifida without hydrocephalus ,B_7,Other NCDs,
Q05.9 ,"Spina bifida, unspecified ",B_7,Other NCDs,
Q06 ,Other congenital malformations of spinal cord ,B_7,Other NCDs,
Q06.0 ,Amyelia ,B_7,Other NCDs,
Q06.1 ,Hypoplasia and dysplasia of spinal cord ,B_7,Other NCDs,
Q06.2 ,Diastematomyelia ,B_7,Other NCDs,
Q06.3 ,Other congenital cauda equina malformations ,B_7,Other NCDs,
Q06.4 ,Hydromyelia ,B_7,Other NCDs,
Q06.8 ,Other specified congenital malformations of spinal cord ,B_7,Other NCDs,
Q06.9 ,"Congenital malformation of spinal cord, unspecified ",B_7,Other NCDs,
Q07 ,Other congenital malformations of nervous system ,B_7,Other NCDs,
Q07.0 ,Arnold-Chiari syndrome ,B_7,Other NCDs,
Q07.8 ,Other specified congenital malformations of nervous system ,B_7,Other NCDs,
Q07.9 ,"Congenital malformation of nervous system, unspecified ",B_7,Other NCDs,
Q10 ,"Congenital malformations of eyelid, lacrimal apparatus and orbit ",B_7,Other NCDs,
Q10.0 ,Congenital ptosis ,B_7,Other NCDs,
Q10.1 ,Congenital ectropion ,B_7,Other NCDs,
Q10.2 ,Congenital entropion ,B_7,Other NCDs,
Q10.3 ,Other congenital malformations of eyelid ,B_7,Other NCDs,
Q10.4 ,Absence and agenesis of lacrimal apparatus ,B_7,Other NCDs,
Q10.5 ,Congenital stenosis and stricture of lacrimal duct ,B_7,Other NCDs,
Q10.6 ,Other congenital malformations of lacrimal apparatus ,B_7,Other NCDs,
Q10.7 ,Congenital malformation of orbit ,B_7,Other NCDs,
Q11 ,"Anophthalmos, microphthalmos and macrophthalmos ",B_7,Other NCDs,
Q11.0 ,Cystic eyeball ,B_7,Other NCDs,
Q11.1 ,Other anophthalmos ,B_7,Other NCDs,
Q11.2 ,Microphthalmos ,B_7,Other NCDs,
Q11.3 ,Macrophthalmos ,B_7,Other NCDs,
Q12 ,Congenital lens malformations ,B_7,Other NCDs,
Q12.0 ,Congenital cataract ,B_7,Other NCDs,
Q12.1 ,Congenital displaced lens ,B_7,Other NCDs,
Q12.2 ,Coloboma of lens ,B_7,Other NCDs,
Q12.3 ,Congenital aphakia ,B_7,Other NCDs,
Q12.4 ,Spherophakia ,B_7,Other NCDs,
Q12.8 ,Other congenital lens malformations ,B_7,Other NCDs,
Q12.9 ,"Congenital lens malformation, unspecified ",B_7,Other NCDs,
Q13 ,Congenital malformations of anterior segment of eye ,B_7,Other NCDs,
Q13.0 ,Coloboma of iris ,B_7,Other NCDs,
Q13.1 ,Absence of iris ,B_7,Other NCDs,
Q13.2 ,Other congenital malformations of iris ,B_7,Other NCDs,
Q13.3 ,Congenital corneal opacity ,B_7,Other NCDs,
Q13.4 ,Other congenital corneal malformations ,B_7,Other NCDs,
Q13.5 ,Blue sclera ,B_7,Other NCDs,
Q13.8 ,Other congenital malformations of anterior segment of eye ,B_7,Other NCDs,
Q13.9 ,"Congenital malformation of anterior segment of eye, unspecified ",B_7,Other NCDs,
Q14 ,Congenital malformations of posterior segment of eye ,B_7,Other NCDs,
Q14.0 ,Congenital malformation of vitreous humour ,B_7,Other NCDs,
Q14.1 ,Congenital malformation of retina ,B_7,Other NCDs,
Q14.2 ,Congenital malformation of optic disc ,B_7,Other NCDs,
Q14.3 ,Congenital malformation of choroid ,B_7,Other NCDs,
Q14.8 ,Other congenital malformations of posterior segment of eye ,B_7,Other NCDs,
Q14.9 ,"Congenital malformation of posterior segment of eye, unspecified ",B_7,Other NCDs,
Q15 ,Other congenital malformations of eye ,B_7,Other NCDs,
Q15.0 ,Congenital glaucoma ,B_7,Other NCDs,
Q15.8 ,Other specified congenital malformations of eye ,B_7,Other NCDs,
Q15.9 ,"Congenital malformation of eye, unspecified ",B_7,Other NCDs,
Q16 ,Congenital malformations of ear causing impairment of hearing ,B_7,Other NCDs,
Q16.0 ,Congenital absence of (ear) auricle ,B_7,Other NCDs,
Q16.1 ,"Congenital absence, atresia and stricture of auditory canal (external) ",B_7,Other NCDs,
Q16.2 ,Absence of eustachian tube ,B_7,Other NCDs,
Q16.3 ,Congenital malformation of ear ossicles ,B_7,Other NCDs,
Q16.4 ,Other congenital malformations of middle ear ,B_7,Other NCDs,
Q16.5 ,Congenital malformation of inner ear ,B_7,Other NCDs,
Q16.9 ,"Congenital malformation of ear causing impairment of hearing, unspecified ",B_7,Other NCDs,
Q17 ,Other congenital malformations of ear ,B_7,Other NCDs,
Q17.0 ,Accessory auricle ,B_7,Other NCDs,
Q17.1 ,Macrotia ,B_7,Other NCDs,
Q17.2 ,Microtia ,B_7,Other NCDs,
Q17.3 ,Other misshapen ear ,B_7,Other NCDs,
Q17.4 ,Misplaced ear ,B_7,Other NCDs,
Q17.5 ,Prominent ear ,B_7,Other NCDs,
Q17.8 ,Other specified congenital malformations of ear ,B_7,Other NCDs,
Q17.9 ,"Congenital malformation of ear, unspecified ",B_7,Other NCDs,
Q18 ,Other congenital malformations of face and neck ,B_7,Other NCDs,
Q18.0 ,"Sinus, fistula and cyst of branchial cleft ",B_7,Other NCDs,
Q18.1 ,Preauricular sinus and cyst ,B_7,Other NCDs,
Q18.2 ,Other branchial cleft malformations ,B_7,Other NCDs,
Q18.3 ,Webbing of neck ,B_7,Other NCDs,
Q18.4 ,Macrostomia ,B_7,Other NCDs,
Q18.5 ,Microstomia ,B_7,Other NCDs,
Q18.6 ,Macrocheilia ,B_7,Other NCDs,
Q18.7 ,Microcheilia ,B_7,Other NCDs,
Q18.8 ,Other specified congenital malformations of face and neck ,B_7,Other NCDs,
Q18.9 ,"Congenital malformation of face and neck, unspecified ",B_7,Other NCDs,
Q20 ,Congenital malformations of cardiac chambers and connections ,B_7,Other NCDs,
Q20.0 ,Common arterial trunk ,B_7,Other NCDs,
Q20.1 ,Double outlet right ventricle ,B_7,Other NCDs,
Q20.2 ,Double outlet left ventricle ,B_7,Other NCDs,
Q20.3 ,Discordant ventriculoarterial connection ,B_7,Other NCDs,
Q20.4 ,Double inlet ventricle ,B_7,Other NCDs,
Q20.5 ,Discordant atrioventricular connection ,B_7,Other NCDs,
Q20.6 ,Isomerism of atrial appendages ,B_7,Other NCDs,
Q20.8 ,Other congenital malformations of cardiac chambers and connections ,B_7,Other NCDs,
Q20.9 ,"Congenital malformation of cardiac chambers and connections, unspecified ",B_7,Other NCDs,
Q21 ,Congenital malformations of cardiac septa ,B_7,Other NCDs,
Q21.0 ,Ventricular septal defect ,B_7,Other NCDs,
Q21.1 ,Atrial septal defect ,B_7,Other NCDs,
Q21.2 ,Atrioventricular septal defect ,B_7,Other NCDs,
Q21.3 ,Tetralogy of Fallot ,B_7,Other NCDs,
Q21.4 ,Aortopulmonary septal defect ,B_7,Other NCDs,
Q21.8 ,Other congenital malformations of cardiac septa ,B_7,Other NCDs,
Q21.9 ,"Congenital malformation of cardiac septum, unspecified ",B_7,Other NCDs,
Q22 ,Congenital malformations of pulmonary and tricuspid valves ,B_7,Other NCDs,
Q22.0 ,Pulmonary valve atresia ,B_7,Other NCDs,
Q22.1 ,Congenital pulmonary valve stenosis ,B_7,Other NCDs,
Q22.2 ,Congenital pulmonary valve insufficiency ,B_7,Other NCDs,
Q22.3 ,Other congenital malformations of pulmonary valve ,B_7,Other NCDs,
Q22.4 ,Congenital tricuspid stenosis ,B_7,Other NCDs,
Q22.5 ,Ebstein's anomaly ,B_7,Other NCDs,
Q22.6 ,Hypoplastic right heart syndrome ,B_7,Other NCDs,
Q22.8 ,Other congenital malformations of tricuspid valve ,B_7,Other NCDs,
Q22.9 ,"Congenital malformation of tricuspid valve, unspecified ",B_7,Other NCDs,
Q23 ,Congenital malformations of aortic and mitral valves ,B_7,Other NCDs,
Q23.0 ,Congenital stenosis of aortic valve ,B_7,Other NCDs,
Q23.1 ,Congenital insufficiency of aortic valve ,B_7,Other NCDs,
Q23.2 ,Congenital mitral stenosis ,B_7,Other NCDs,
Q23.3 ,Congenital mitral insufficiency ,B_7,Other NCDs,
Q23.4 ,Hypoplastic left heart syndrome ,B_7,Other NCDs,
Q23.8 ,Other congenital malformations of aortic and mitral valves ,B_7,Other NCDs,
Q23.9 ,"Congenital malformation of aortic and mitral valves, unspecified ",B_7,Other NCDs,
Q24 ,Other congenital malformations of heart ,B_7,Other NCDs,
Q24.0 ,Dextrocardia ,B_7,Other NCDs,
Q24.1 ,Laevocardia ,B_7,Other NCDs,
Q24.2 ,Cor triatriatum ,B_7,Other NCDs,
Q24.3 ,Pulmonary infundibular stenosis ,B_7,Other NCDs,
Q24.4 ,Congenital subaortic stenosis ,B_7,Other NCDs,
Q24.5 ,Malformation of coronary vessels ,B_7,Other NCDs,
Q24.6 ,Congenital heart block ,B_7,Other NCDs,
Q24.8 ,Other specified congenital malformations of heart ,B_7,Other NCDs,
Q24.9 ,"Congenital malformation of heart, unspecified ",B_7,Other NCDs,
Q25 ,Congenital malformations of great arteries ,B_7,Other NCDs,
Q25.0 ,Patent ductus arteriosus ,B_7,Other NCDs,
Q25.1 ,Coarctation of aorta ,B_7,Other NCDs,
Q25.2 ,Atresia of aorta ,B_7,Other NCDs,
Q25.3 ,Stenosis of aorta ,B_7,Other NCDs,
Q25.4 ,Other congenital malformations of aorta ,B_7,Other NCDs,
Q25.5 ,Atresia of pulmonary artery ,B_7,Other NCDs,
Q25.6 ,Stenosis of pulmonary artery ,B_7,Other NCDs,
Q25.7 ,Other congenital malformations of pulmonary artery ,B_7,Other NCDs,
Q25.8 ,Other congenital malformations of great arteries ,B_7,Other NCDs,
Q25.9 ,"Congenital malformation of great arteries, unspecified ",B_7,Other NCDs,
Q26 ,Congenital malformations of great veins ,B_7,Other NCDs,
Q26.0 ,Congenital stenosis of vena cava ,B_7,Other NCDs,
Q26.1 ,Persistent left superior vena cava ,B_7,Other NCDs,
Q26.2 ,Total anomalous pulmonary venous connection ,B_7,Other NCDs,
Q26.3 ,Partial anomalous pulmonary venous connection ,B_7,Other NCDs,
Q26.4 ,"Anomalous pulmonary venous connection, unspecified ",B_7,Other NCDs,
Q26.5 ,Anomalous portal venous connection ,B_7,Other NCDs,
Q26.6 ,Portal vein-hepatic artery fistula ,B_7,Other NCDs,
Q26.8 ,Other congenital malformations of great veins ,B_7,Other NCDs,
Q26.9 ,"Congenital malformation of great vein, unspecified ",B_7,Other NCDs,
Q27 ,Other congenital malformations of peripheral vascular system ,B_7,Other NCDs,
Q27.0 ,Congenital absence and hypoplasia of umbilical artery ,B_7,Other NCDs,
Q27.1 ,Congenital renal artery stenosis ,B_7,Other NCDs,
Q27.2 ,Other congenital malformations of renal artery ,B_7,Other NCDs,
Q27.3 ,Peripheral arteriovenous malformation ,B_7,Other NCDs,
Q27.4 ,Congenital phlebectasia ,B_7,Other NCDs,
Q27.8 ,Other specified congenital malformations of peripheral vascular system ,B_7,Other NCDs,
Q27.9 ,"Congenital malformation of peripheral vascular system, unspecified ",B_7,Other NCDs,
Q28 ,Other congenital malformations of circulatory system ,B_7,Other NCDs,
Q28.0 ,Arteriovenous malformation of precerebral vessels ,B_7,Other NCDs,
Q28.1 ,Other malformations of precerebral vessels ,B_7,Other NCDs,
Q28.2 ,Arteriovenous malformation of cerebral vessels ,B_7,Other NCDs,
Q28.3 ,Other malformations of cerebral vessels ,B_7,Other NCDs,
Q28.8 ,Other specified congenital malformations of circulatory system ,B_7,Other NCDs,
Q28.9 ,"Congenital malformation of circulatory system, unspecified ",B_7,Other NCDs,
Q30 ,Congenital malformations of nose ,B_7,Other NCDs,
Q30.0 ,Choanal atresia ,B_7,Other NCDs,
Q30.1 ,Agenesis and underdevelopment of nose ,B_7,Other NCDs,
Q30.2 ,"Fissured, notched and cleft nose ",B_7,Other NCDs,
Q30.3 ,Congenital perforated nasal septum ,B_7,Other NCDs,
